left_border_x,left_border_y,right_border_x,right_border_y,pos_x,pos_y
55.89783774839522,-268.17371170938276,69.41566683690206,-249.93746804989433,60.483177185058594,-261.98785400390625
54.31867375428471,-267.6785650634232,68.2533178741604,-249.06699252703527,59.263221740722656,-261.074462890625
52.735560488521784,-267.169974157004,67.07165691689906,-248.23478413227926,58.04745864868164,-260.15399169921875
51.118861739978456,-266.68721703217,65.89912309037368,-247.3989662495653,56.836326599121094,-259.2259216308594
49.499381857197115,-266.1901408892035,64.73455423506223,-246.55815339853834,55.63023376464844,-258.2899475097656
47.8480311666275,-265.71922619434093,63.57466379995648,-245.70976285818264,54.429115295410156,-257.3459167480469
46.192304247235434,-265.2315343315514,62.424017203453396,-244.85661632551464,53.233314514160156,-256.3932800292969
44.504164696793005,-264.76844897677523,61.24654371462,-244.0339672657846,52.042945861816406,-255.43209838867188
42.78019176359833,-264.32642898187294,60.07688791231264,-243.2049231224026,50.85831832885742,-254.4619903564453
41.0526377208861,-263.8666509820796,58.91378729292846,-242.3681447484553,49.67966842651367,-253.48275756835938
39.289752124360525,-263.42722785974905,57.75687341685756,-241.5230703315131,48.507198333740234,-252.4942626953125
37.491955310832836,-263.00823686134936,56.60495885856004,-240.66864064646904,47.34100341796875,-251.4965057373047
35.65748573435249,-262.60770440341656,55.426364112075,-239.8432895696994,46.181217193603516,-250.4893341064453
33.81810576085221,-262.1863310418906,54.25431613293071,-239.00929128475082,45.028255462646484,-249.47271728515625
31.942936067513845,-261.78329973970966,53.08702880334124,-238.16507894651738,43.8823356628418,-248.44683837890625
30.031032286919608,-261.39750424208876,51.92476991825887,-237.31081053526268,42.74351119995117,-247.4116973876953
28.084162041304246,-261.0306515104041,50.765963228064074,-236.44530215398137,41.611854553222656,-246.36766052246094
26.098885969128002,-260.6792704412953,49.578474090152554,-235.6067501985725,40.48737335205078,-245.3146209716797
24.48275703761713,-259.9018160475515,48.39984997458573,-234.76097560838616,39.37060546875,-244.25221252441406
23.11249475304659,-258.85666816997815,47.22608104235445,-233.9042357420287,38.26163864135742,-243.18052673339844
21.78021148450823,-257.7593990695203,46.05994614971227,-233.03864458166524,37.16085433959961,-242.09938049316406
20.452503645561926,-256.6466030346452,44.86586029390047,-232.1989239082601,36.068546295166016,-241.00860595703125
19.13337403479444,-255.52223054345725,43.67633029184429,-231.3469523317932,34.98474884033203,-239.9083251953125
28.30762871959013,-244.22611729664044,42.49233460161231,-230.48354972294413,33.90968704223633,-238.79867553710938
28.390350082168723,-241.9208869114844,41.27998743503366,-229.64496022225316,32.843788146972656,-237.6794891357422
27.187989705074713,-240.8564392965762,40.10897759282258,-228.75936612427648,31.7869815826416,-236.5507049560547
25.920271982321815,-239.84874565176312,38.90602396279582,-227.89492438106012,30.739343643188477,-235.41262817382812
24.62237397862038,-238.86225220482174,37.707880387333105,-227.01771255577526,29.700881958007812,-234.26536560058594
23.29171555623968,-237.89297371894534,36.892143926508425,-225.798778574802,28.672101974487305,-233.10845947265625
21.96661401542005,-236.90817980196545,35.825622107461626,-224.8049098266436,27.653324127197266,-231.94189453125
20.610095560331246,-235.94143678265735,34.72859448624663,-223.83237903932118,26.64461326599121,-230.7657928466797
19.25905339075763,-234.95857301682616,33.63938525896714,-222.84876751530155,25.646060943603516,-229.58001708984375
17.87426484022244,-233.98963500074774,32.559972369135366,-221.85563803465158,24.658212661743164,-228.38442993164062
16.535288479791973,-232.97419793424768,29.661412367226873,-222.3292072896023,23.680871963500977,-227.17929077148438
15.15863122378255,-231.96515231796414,28.431823345893644,-221.4235284245024,22.715347290039062,-225.9635772705078
13.791234658236103,-230.94184779514762,27.20613876932051,-220.4995625836131,21.761268615722656,-224.73789978027344
12.389115318216895,-229.92813915283205,25.98838372972213,-219.56132237096548,20.819074630737305,-223.50192260742188
10.99247968158195,-228.89325982419444,24.738339461004863,-218.63778129402414,19.88922119140625,-222.25559997558594
9.602338409452871,-227.83786304283174,23.535474016540118,-217.66774740385924,18.971872329711914,-220.9988250732422
8.220371352066424,-226.7642911163887,22.33907780824632,-216.68035998266996,18.066852569580078,-219.731689453125
6.802364549611376,-225.69504287904405,21.15202944161331,-215.67814787093837,17.175128936767578,-218.45425415039062
5.34654090629447,-224.62497655346237,19.975477354393075,-214.66077434110272,16.297588348388672,-217.1658935546875
3.8533307649796544,-223.55220807800254,18.85113607718217,-213.59896724319478,15.434977531433105,-215.8660888671875
2.3732653684166785,-222.463975884527,17.734258594350017,-212.5175610475885,14.586522102355957,-214.55575561523438
0.9027762544249001,-221.3555055069106,16.668403820165416,-211.39212776073194,13.751981735229492,-213.23521423339844
-0.6144209229736362,-220.22531381281485,15.617859903677026,-210.25450087351334,12.933789253234863,-211.90321350097656
-2.1617117639952177,-219.10019181140976,14.578017517691494,-209.09855925655557,12.131446838378906,-210.56033325195312
-3.701945907182129,-217.94376058500595,13.637066375632312,-207.87589459701968,11.345379829406738,-209.20655822753906
-5.317462634342689,-216.8135305360519,12.665418861666323,-206.66273042474188,10.575400352478027,-207.8424835205078
-6.927004453321846,-215.64837810718248,11.795160340950563,-205.3866639885934,9.822098731994629,-206.46810913085938
-8.620349079723688,-214.48910054213894,11.29439471100126,-203.91060672855508,9.08655071258545,-205.08338928222656
-10.340630593679872,-213.33852521474117,11.033544715925078,-202.31376392570382,8.367324829101562,-203.68899536132812
-12.196484610946175,-212.1996848596668,10.260851909029075,-200.98918465811454,7.666175365447998,-202.284423828125
-14.933011553399929,-211.48569338030188,9.681195700905738,-199.56266793006753,6.98127555847168,-200.87049865722656
-17.456216472174038,-210.70642269112417,9.10241455180709,-198.21423493580932,6.342479228973389,-199.5124053955078
-20.070885050786863,-209.91934845565223,8.129386189939929,-197.04551696844115,5.71870756149292,-198.14602661132812
-23.145465138338256,-209.27780785299757,7.762339441796723,-195.59807916254096,5.110473155975342,-196.77178955078125
-27.697182774315813,-209.19774834442762,7.275381496323979,-194.2076451448706,4.518001079559326,-195.3895263671875
-69.04300536175704,-224.23529000997996,6.575010786553781,-192.90839895643995,3.9420156478881836,-193.9991912841797
-66.3440769354164,-220.49709929057767,5.982480707741109,-191.56137372273906,3.382810592651367,-192.60142517089844
-63.720294894480844,-216.89607130435107,5.3123433992312385,-190.24164776853564,2.840221643447876,-191.1961669921875
-61.1816790763588,-213.41028595848312,4.235939189210037,-189.06875467347152,2.314635992050171,-189.78366088867188
-58.7031021283247,-210.11867877187257,3.686476638936952,-187.68788034252296,1.8044196367263794,-188.36453247070312
-57.63913246748804,-207.40175665422976,3.29370055387968,-186.25101586550002,1.3098211288452148,-186.9396514892578
-59.54775160246472,-205.81388021842884,2.9613380336177437,-184.79185320770642,0.8287094235420227,-185.50906372070312
-61.38047166930453,-204.23655167645612,2.6412450993345193,-183.32826561068953,0.35982707142829895,-184.07333374023438
-95.2920020936082,-212.76710744034895,2.334801719818244,-181.86285428651374,-0.09629788994789124,-182.63243103027344
-92.91233200926418,-209.45185153954384,2.090830376613998,-180.38161307749976,-0.5388138890266418,-181.18626403808594
-90.54138976404693,-206.1980999769974,1.8615415209384532,-178.89915348972946,-0.9675751328468323,-179.73497009277344
-88.25796110677297,-203.10096648899523,1.6451438814814376,-177.41337622177795,-1.383646011352539,-178.27877807617188
-85.9908481098416,-200.05187944000812,1.4426073055303967,-175.92693185663617,-1.7867151498794556,-176.81797790527344
-83.82838901201104,-197.11101145073047,1.2531274367365608,-174.43865491291004,-2.1771655082702637,-175.35275268554688
-81.6895076916784,-194.19536115850855,1.0777502097083347,-172.95038321854432,-2.5544981956481934,-173.88272094726562
-79.56688544090119,-191.33367164522667,0.916275016733898,-171.46141375769523,-2.918555498123169,-172.4082794189453
-77.55003109720016,-188.58802971862784,0.767413729930909,-169.96983839276456,-3.270064353942871,-170.92965698242188
-75.55867983768023,-185.86605219311232,0.6812083114953111,-168.46765538754045,-3.6085081100463867,-169.44659423828125
-73.58368082954377,-183.21058693597075,0.5593758945201266,-166.97546151663371,-3.934156894683838,-167.95941162109375
-71.72083009780906,-180.661203036316,0.44952614522521284,-165.4808089114617,-4.247688293457031,-166.4688262939453
-69.87771654366705,-178.18093526536293,0.3512159833504027,-163.98433844564448,-4.549654006958008,-164.97503662109375
-68.10620466495388,-175.7734934913488,0.2639344630304432,-162.48613375806895,-4.84056282043457,-163.47816467285156
-66.40918729203324,-173.43162203140548,0.1873228242220799,-160.9866418835608,-5.120792865753174,-161.97857666015625
-64.7915615528052,-171.13143845936045,0.12175154029757085,-159.48751361528485,-5.3902764320373535,-160.4762420654297
-63.20732545443534,-168.84345074551848,0.06810052898588914,-157.99064936225207,-5.648428440093994,-158.97113037109375
-61.601255721771835,-166.5969360219939,0.025317087947762218,-156.49264138527764,-5.895629405975342,-157.46343994140625
-60.07437885475459,-164.39884676419115,-0.006686646353020187,-154.9942464482455,-6.132070541381836,-155.95327758789062
-58.529162002102716,-162.2294813097627,-0.02798674421525771,-153.49596172044116,-6.357845306396484,-154.44093322753906
-57.064943317547055,-160.10478973620667,-0.03880767506006588,-151.99775714375374,-6.573114395141602,-152.92669677734375
-55.58391955649005,-158.00583938440184,-0.039200221740625985,-150.5001508545568,-6.7779622077941895,-151.41075134277344
-54.13368175429367,-155.96468556384156,-0.030662029279851843,-148.9991454629385,-6.973367691040039,-149.8929901123047
-52.818150614452136,-153.96237252136441,-0.012624348385415374,-147.49915745367406,-7.159300804138184,-148.37388610839844
-51.58591766189244,-152.01894402840668,0.013302226187927424,-145.9953940457809,-7.336795330047607,-146.85342407226562
-50.44305986507278,-150.07869075704104,0.04892263508853745,-144.49631641853145,-7.50506067276001,-145.33148193359375
-49.386906699274796,-148.16500592258336,0.1434655877535338,-142.99314549694088,-7.664098262786865,-143.8083953857422
-48.41667017465974,-146.2957446226551,0.19628354042850304,-141.49245519605083,-7.814719200134277,-142.28399658203125
-47.486646047629,-144.41721537754717,0.30874636183916593,-139.9932944819012,-7.955939769744873,-140.75827026367188
-46.642857655803844,-142.58531232536305,0.3294416760160974,-138.49896671819488,-8.088777542114258,-139.23130798339844
-45.83931965600062,-140.74395687591817,0.35977509766931526,-137.01024154686806,-8.21229076385498,-137.70301818847656
-45.073748262934714,-138.92253219041447,0.3490760378033304,-135.52462916908976,-8.326698303222656,-136.1736297607422
-44.34722002323841,-137.09892447959578,0.3481790467167425,-134.04292998813997,-8.4313383102417,-134.64321899414062
-43.658585258195025,-135.28878349709822,-0.1921688810544424,-132.5957404589825,-8.526202201843262,-133.11209106445312
-43.00809026354901,-133.4859900805261,-0.12409913582681753,-131.10976295399772,-8.61109447479248,-131.5800323486328
-42.39557573482949,-131.68380465968787,0.004275013832350183,-129.62540631465205,-8.685505867004395,-130.04727172851562
-41.82049751227556,-129.89478195605759,0.19268913561954193,-128.14047858520524,-8.749534606933594,-128.5138702392578
-41.282862379177175,-128.0956966243378,0.3423895645223194,-126.66572397141078,-8.80223274230957,-126.97987365722656
-40.78182875111731,-126.30784894224284,0.5529171278465075,-125.19156357924817,-8.843674659729004,-125.44532775878906
-40.26739022654736,-124.52068496810593,0.7246897894894797,-123.72377521631547,-8.873515129089355,-123.91036987304688
-39.78946875361655,-122.74437847090695,0.9074596571630167,-122.25807098781007,-8.891860008239746,-122.37516784667969
-39.29826474837891,-120.97601832538865,1.0511713209935714,-120.79500981372668,-8.898748397827148,-120.83964538574219
-38.84355742089011,-119.20925362770413,1.2560906182289848,-119.33642742911913,-8.893878936767578,-119.30423736572266
-38.42600938721065,-117.45927521896127,1.4216609162259246,-117.87667745672266,-8.877795219421387,-117.76879119873047
-38.04513877724396,-115.70613284033024,1.5982556812918531,-116.42227205556199,-8.850061416625977,-116.23352813720703
-37.65281075190968,-113.98106024781988,1.784863952756469,-114.96183293332528,-8.811882019042969,-114.69830322265625
-37.29793174616089,-112.249258433159,1.9817986239644547,-113.50736317342654,-8.762714385986328,-113.16322326660156
-36.930395141575545,-110.5184854918931,2.1392799703851164,-112.05503051015484,-8.702362060546875,-111.62864685058594
-36.59933424705949,-108.78074868252898,2.3076655611913743,-110.60796329913224,-8.630302429199219,-110.09427642822266
-36.20507856130447,-107.04894840635792,2.537006776240771,-109.1660468705367,-8.546481132507324,-108.56037902832031
-35.85080719531676,-105.34644938869428,2.676683708482061,-107.70951541019576,-8.45242691040039,-107.02691650390625
-35.534918280494615,-103.64240293177129,2.875999472524594,-106.25837689195103,-8.34802532196045,-105.49396514892578
-35.15734641213541,-101.94224882637711,3.085137465375059,-104.81055888358765,-8.233097076416016,-103.96165466308594
-34.86971804503547,-100.2511335944827,3.2540380085885747,-103.35503596031776,-8.108390808105469,-102.42994689941406
-34.67210875025765,-98.5615846008769,3.4320415816993695,-101.8975681092881,-7.974353313446045,-100.8989486694336
-34.466440712893444,-96.88798071186778,3.6186548828648206,-100.43489837465987,-7.831820487976074,-99.36849975585938
-34.25136113066358,-95.21467898855168,3.813361381201453,-98.97394813232009,-7.680746555328369,-97.83879089355469
-14.434341142748702,-95.59039400983805,3.966368756713031,-97.50485098016128,-7.521646499633789,-96.30960845947266
-11.778028979019187,-94.2971570725792,4.176798223602054,-96.04266301479058,-7.354424476623535,-94.78111267089844
-11.60085021480942,-92.74765944178736,4.3452027518357,-94.57158291736037,-7.179678440093994,-93.25335693359375
-11.367401970039928,-91.20669369597137,4.520808251634794,-93.09496523616811,-6.998152256011963,-91.72596740722656
-11.177750053266116,-89.66269490133921,4.752506569597331,-91.61979121718907,-6.810585021972656,-90.19921875
-10.984025831746248,-88.12343590224091,4.940351462043662,-90.12780858835153,-6.618472576141357,-88.67292022705078
-10.78680013703914,-86.58661126021642,5.132650793925338,-88.62974221940922,-6.422597408294678,-87.14672088623047
-10.587406948616348,-85.053272155603,5.279021104673195,-87.11658364140261,-6.224147319793701,-85.62068176269531
-10.436284576514183,-83.51608765327714,5.477528157581709,-85.60267968909184,-6.024051666259766,-84.09461212158203
