pos_x,pos_y
-607.1055908203125,-4.168745994567871
-605.5750122070312,-4.158179759979248
-604.0443115234375,-4.147402763366699
-602.5113525390625,-4.136870861053467
-600.9776611328125,-4.126105785369873
-599.4415893554688,-4.115082263946533
-597.9044189453125,-4.104031085968018
-596.3658447265625,-4.0933027267456055
-594.8258666992188,-4.082216739654541
-593.2843627929688,-4.071504592895508
-591.7415771484375,-4.060507774353027
-590.1965942382812,-4.049163341522217
-588.6510009765625,-4.038146495819092
-587.1035766601562,-4.026752948760986
-585.5551147460938,-4.016042232513428
-584.0045776367188,-4.004788398742676
-582.453125,-3.9931323528289795
-580.89990234375,-3.980896472930908
-579.3447265625,-3.9678969383239746
-577.7887573242188,-3.9541540145874023
-576.2308349609375,-3.9394259452819824
-574.672119140625,-3.925055980682373
-573.110595703125,-3.9102065563201904
-571.547607421875,-3.8950395584106445
-569.9821166992188,-3.87935733795166
-568.4154052734375,-3.8640410900115967
-566.9146118164062,-3.849109411239624
-565.4116821289062,-3.833946943283081
-563.9072875976562,-3.818345785140991
-562.4007568359375,-3.8026628494262695
-560.8920288085938,-3.7866342067718506
-559.3816528320312,-3.770664691925049
-557.8692626953125,-3.755059242248535
-556.3557739257812,-3.7396256923675537
-554.8401489257812,-3.724285840988159
-553.32275390625,-3.709049701690674
-551.8029174804688,-3.6940178871154785
-550.2811889648438,-3.679133892059326
-548.7575073242188,-3.664384365081787
-547.2310791015625,-3.6492788791656494
-545.70263671875,-3.63421630859375
-544.171875,-3.618881940841675
-542.638916015625,-3.6031315326690674
-541.1038208007812,-3.5868003368377686
-539.5654907226562,-3.570136308670044
-538.0253295898438,-3.5529978275299072
-536.4830932617188,-3.5356128215789795
-534.9383544921875,-3.517972230911255
-533.3915405273438,-3.4999852180480957
-531.8418579101562,-3.4813404083251953
-530.29052734375,-3.462460994720459
-528.7366943359375,-3.443077564239502
-527.180419921875,-3.423150062561035
-525.6221313476562,-3.4031190872192383
-524.0610961914062,-3.3827219009399414
-522.4974975585938,-3.361954689025879
-520.9321899414062,-3.341644048690796
-519.3646240234375,-3.3207590579986572
-517.7947387695312,-3.2989654541015625
-516.29443359375,-3.2769439220428467
-514.7925415039062,-3.2534947395324707
-513.290283203125,-3.2295899391174316
-511.78643798828125,-3.2044012546539307
-510.28125,-3.1788926124572754
-508.7758483886719,-3.15307354927063
-507.2691650390625,-3.1273651123046875
-505.7625427246094,-3.1024208068847656
-504.25494384765625,-3.0776236057281494
-502.7457580566406,-3.0535290241241455
-501.2369384765625,-3.0303237438201904
-499.72601318359375,-3.007659435272217
-498.21478271484375,-2.985288143157959
-496.702392578125,-2.9636075496673584
-495.18963623046875,-2.9424610137939453
-493.6776123046875,-2.922610282897949
-492.165771484375,-2.9035916328430176
-490.65533447265625,-2.885209798812866
-489.1470031738281,-2.868338108062744
-487.6420593261719,-2.8527824878692627
-486.1397705078125,-2.8378403186798096
-484.5690612792969,-2.8233423233032227
-483.0014343261719,-2.8092644214630127
-481.4383239746094,-2.7960100173950195
-479.8777160644531,-2.7833118438720703
-478.321533203125,-2.771693229675293
-476.768310546875,-2.7604644298553467
-475.2186279296875,-2.7496273517608643
-473.67291259765625,-2.7392385005950928
-472.1309509277344,-2.7294278144836426
-470.59283447265625,-2.720613718032837
-469.05908203125,-2.712667465209961
-467.52947998046875,-2.705875873565674
-466.0046081542969,-2.700047492980957
-464.48406982421875,-2.695711851119995
-462.96881103515625,-2.6922061443328857
-461.4583740234375,-2.6901698112487793
-459.9527893066406,-2.689236640930176
-458.4520568847656,-2.689410924911499
-456.88916015625,-2.6909539699554443
-455.33172607421875,-2.692960023880005
-453.7803039550781,-2.6959006786346436
-452.2339782714844,-2.699230670928955
-450.69427490234375,-2.7031736373901367
-449.1595153808594,-2.7080602645874023
-447.6307678222656,-2.713794708251953
-446.1084899902344,-2.7208518981933594
-444.59149169921875,-2.7288851737976074
-443.0821533203125,-2.7380340099334717
-441.5791015625,-2.7472124099731445
-440.01934814453125,-2.7576327323913574
-438.46600341796875,-2.768026113510132
-436.9198913574219,-2.779197931289673
-435.37823486328125,-2.789987087249756
-433.84307861328125,-2.8013110160827637
-432.3131103515625,-2.8125691413879395
-430.78936767578125,-2.8241381645202637
-429.2705993652344,-2.836016893386841
-427.7574768066406,-2.848097324371338
-426.249755859375,-2.8608334064483643
-424.7471618652344,-2.8741674423217773
-423.1871643066406,-2.8890607357025146
-421.6318359375,-2.9047672748565674
-420.08184814453125,-2.9216809272766113
-418.53631591796875,-2.938793182373047
-416.9967956542969,-2.957167148590088
-415.4599304199219,-2.975076913833618
-413.92535400390625,-2.992980718612671
-412.39239501953125,-3.0111746788024902
-410.86151123046875,-3.028791904449463
-409.3311767578125,-3.0466806888580322
-407.80120849609375,-3.0640029907226562
-406.2710876464844,-3.08186411857605
-404.74102783203125,-3.099436044692993
-403.2104797363281,-3.1174092292785645
-401.6798095703125,-3.135956048965454
-400.1485290527344,-3.1553194522857666
-398.6165466308594,-3.175377368927002
-397.08441162109375,-3.1963350772857666
-395.55145263671875,-3.2176735401153564
-394.0184020996094,-3.2401037216186523
-392.4844055175781,-3.2634620666503906
-390.95062255859375,-3.288294553756714
-389.4151611328125,-3.313538074493408
-387.87994384765625,-3.339747667312622
-386.3431701660156,-3.3665218353271484
-384.8069763183594,-3.3946375846862793
-383.2696838378906,-3.422966718673706
-381.7308349609375,-3.449533462524414
-380.1913757324219,-3.475188970565796
-378.6506042480469,-3.50032377243042
-377.1090393066406,-3.5250802040100098
-375.5672912597656,-3.549553632736206
-374.02484130859375,-3.57399845123291
-372.4817810058594,-3.6000192165374756
-370.9380187988281,-3.6270081996917725
-369.3932800292969,-3.654456853866577
-367.8489074707031,-3.6831257343292236
