left_border_x,left_border_y,right_border_x,right_border_y,pos_x,pos_y
-915.837423692156,-437.63709992779354,-924.3047168871419,-424.6839954912597,-916.8463134765625,-436.0937194824219
-917.1213347019974,-438.45199337231765,-925.5495477027622,-425.46607578758693,-918.1167602539062,-436.91827392578125
-918.398277205779,-439.2530576525931,-926.7712148218756,-426.2433139463076,-919.3783569335938,-437.730224609375
-919.7132637002686,-440.08723755031264,-928.0466766206602,-427.0430786235064,-920.685546875,-438.5653381347656
-921.0256082178399,-440.90882842323754,-929.2609470405182,-427.8144337117911,-921.9853515625,-439.3828125
-922.333098829464,-441.73777616893915,-930.3676439548966,-428.5083936153139,-923.2842407226562,-440.1716613769531
-923.6563967497394,-442.5626619652814,-931.2849792860803,-429.1059265503714,-924.5916748046875,-440.912841796875
-925.0434323731148,-443.4229354608555,-932.1055608208862,-429.6727423046959,-925.96923828125,-441.620361328125
-926.446023998413,-444.2902321316959,-932.8044182499372,-430.19017941093637,-927.365966796875,-442.2502136230469
-927.8695713637594,-445.151345142846,-933.4500793076264,-430.72551264802314,-928.7802124023438,-442.79730224609375
-929.3413245196189,-446.01772195895603,-933.9753788874432,-431.2596150906805,-930.21142578125,-443.2467041015625
-930.9012100580268,-446.90561691841714,-934.5926618182453,-431.91033383193763,-931.7110595703125,-443.6158752441406
-932.5402937549304,-447.78524909352,-935.1806385865223,-432.5417282714298,-933.21728515625,-443.87677001953125
-934.2205795322986,-448.6423797474617,-935.8882055369576,-433.34748593199623,-934.7222900390625,-444.0408630371094
-936.0774138633803,-449.4990767159827,-936.6528684846037,-433.9736826894974,-936.277587890625,-444.0985107421875
-938.0127014672577,-450.3123461866823,-937.5306673148295,-434.7473277941469,-937.8187866210938,-444.05078125
-940.0579063852811,-451.06176360382466,-938.473498400839,-435.27283218694873,-939.3390502929688,-443.8982238769531
-942.1813770943115,-451.7409163330232,-939.5291558385443,-435.81328234564853,-940.833984375,-443.6492919921875
-944.4038859446684,-452.33783921767537,-940.6742870343619,-436.34470037955674,-942.298095703125,-443.307861328125
-946.782343434255,-452.859746698539,-941.9740543615645,-436.83848665122144,-943.781982421875,-442.8625183105469
-949.221267801273,-453.2897348908945,-943.2941688939576,-437.0110202496413,-945.232421875,-442.33441162109375
-951.745106299428,-453.6065872112656,-944.6946214843473,-437.17458602230437,-946.64794921875,-441.72705078125
-954.3601572693589,-453.79563019194677,-946.1180296940912,-437.20473557514794,-948.0248413085938,-441.04302978515625
-957.1422197624946,-453.7841229913943,-947.5306070184502,-437.1149092213453,-949.353759765625,-440.2767639160156
-960.0988800346047,-453.535529535298,-948.9257179795494,-436.8932893016272,-950.62451171875,-439.4236145019531
-963.1652798560325,-453.0287841933853,-950.2559482804412,-436.46504519656105,-951.8297119140625,-438.48431396484375
-966.2477559242824,-452.30189901553155,-951.476719051545,-435.80252503479915,-952.9664916992188,-437.46661376953125
-969.3947647819499,-451.2734595812335,-952.5337990070531,-434.9253426927815,-954.02685546875,-436.37298583984375
